symptoms,disease,dos,donts,severity
"body_ache, chest_pain, dizziness, fatigue, headache, nausea, shortness_breath, sneezing",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea, skin_rash",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, fever, headache, itching, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, itching, nausea, sneezing",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, diarrhea, dizziness, fatigue, headache, loss_appetite, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, dizziness, fatigue, headache, itching, muscle_pain, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea, sore_throat",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, dizziness, fatigue, headache, nausea, runny_nose",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, loss_appetite, muscle_pain, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, dizziness, fatigue, headache, loss_appetite, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chest_pain, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea, shortness_breath, sneezing",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, cough, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, fever, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea, runny_nose",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, diarrhea, dizziness, fatigue, headache, nausea, shortness_breath, sore_throat",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chest_pain, diarrhea, dizziness, fatigue, headache, joint_pain, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea, shortness_breath",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, cough, dizziness, fatigue, fever, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, diarrhea, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, cough, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, dizziness, fatigue, headache, muscle_pain, nausea, sneezing",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, diarrhea, dizziness, fatigue, headache, loss_appetite, nausea, sneezing",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, cough, dizziness, fatigue, headache, nausea, sneezing",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, loss_appetite, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, loss_appetite, nausea, runny_nose, shortness_breath",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, joint_pain, nausea, sneezing",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, joint_pain, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, joint_pain, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, chills, dizziness, fatigue, headache, nausea, runny_nose",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, dizziness, fatigue, headache, nausea",Headache,Rest in dark room|Stay hydrated|Apply cold compress|Take prescribed pain reliever|Relax muscles,Avoid bright lights|Avoid loud noises|Avoid caffeine excess|Avoid stress|Dont ignore persistent headaches,Low
"body_ache, fever, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, nausea, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, headache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, diarrhea, itching, loss_appetite, runny_nose, skin_rash, sneezing, vomiting",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chest_pain, fatigue, itching, nausea, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, fatigue, itching, runny_nose, shortness_breath, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, headache, itching, nausea, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, itching, loss_appetite, runny_nose, shortness_breath, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, dizziness, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, muscle_pain, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, diarrhea, itching, joint_pain, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing, sore_throat",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chest_pain, cough, itching, loss_appetite, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, fatigue, fever, itching, runny_nose, skin_rash, sneezing, sore_throat",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chest_pain, fatigue, itching, runny_nose, shortness_breath, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, diarrhea, itching, runny_nose, skin_rash, sneezing, vomiting",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, headache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chest_pain, itching, muscle_pain, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chills, itching, runny_nose, shortness_breath, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, dizziness, headache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chest_pain, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, loss_appetite, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chest_pain, itching, runny_nose, skin_rash, sneezing, sore_throat, vomiting",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, fatigue, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, fatigue, fever, itching, muscle_pain, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chills, diarrhea, dizziness, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chest_pain, cough, itching, joint_pain, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, muscle_pain, runny_nose, skin_rash, sneezing, sore_throat",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, dizziness, headache, itching, nausea, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, headache, itching, muscle_pain, runny_nose, shortness_breath, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, runny_nose, shortness_breath, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, itching, nausea, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, dizziness, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, cough, itching, muscle_pain, runny_nose, skin_rash, sneezing, sore_throat",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, headache, itching, runny_nose, skin_rash, sneezing",Allergy,Avoid allergens|Use antihistamines|Apply moisturizer|Stay hydrated|Use air purifier,Avoid triggering foods|Avoid irritants|Avoid scratching|Avoid harsh soaps|Dont ignore symptoms,Low
"body_ache, chills, fever, headache, joint_pain, runny_nose, skin_rash, sneezing",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, muscle_pain, skin_rash, sneezing, sore_throat",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, diarrhea, fever, headache, joint_pain, muscle_pain, shortness_breath, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, runny_nose, skin_rash, vomiting",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fatigue, fever, headache, joint_pain, loss_appetite, nausea, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fatigue, fever, headache, joint_pain, shortness_breath, skin_rash, vomiting",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fatigue, fever, headache, joint_pain, shortness_breath, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, nausea, skin_rash, vomiting",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fatigue, fever, headache, joint_pain, runny_nose, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, runny_nose, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, nausea, skin_rash, vomiting",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chest_pain, chills, fever, headache, itching, joint_pain, skin_rash, sneezing",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chest_pain, chills, fever, headache, joint_pain, skin_rash, sore_throat",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, dizziness, fever, headache, joint_pain, muscle_pain, nausea, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, dizziness, fever, headache, joint_pain, loss_appetite, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chest_pain, chills, fever, headache, joint_pain, skin_rash, sneezing",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chest_pain, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fatigue, fever, headache, joint_pain, nausea, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
"body_ache, chills, fever, headache, joint_pain, skin_rash",Dengue,Rest completely|Take paracetamol|Stay hydrated|Monitor platelet counts|Use mosquito net,Avoid aspirin|Avoid strenuous activity|Avoid going out|Dont take NSAIDs|Avoid self-treatment,High
